condition,repeat_idx,order,segment_id,duration_s,chars,text,full_latency_ms,stt_latency_ms,audio_s_per_decode_s
combo1,2,3,rx-1789025645.217-5,4.607714653015137,62,어~ 다난 이 지명관리청은 백신 접종 그리고 상황관리 직접적인 연관성은 확인되지 않았다 이렇게 설명을 했습니다.,2803.1535148620605,2774.1145929903723,1.6609676704264134
combo1,2,4,rx-1789025650.433-6,4.607871055603027,62,어~ 다난 이 치명관리청은 백신 접종 그리고 사망관이 직접적인 연관성은 확인되지 않았다 이렇게 설명을 했습니다.,2861.271858215332,2848.13232999295,1.61785708026229
combo1,2,5,rx-1789025655.649-7,4.639919281005859,62,어~ 다난 이 지명관리청은 백신 접종 그리고 산업관리 직접적인 연관성을 확인하지 않았다 이렇게 설명을 했습니다.,2755.098342895508,2730.122664012015,1.6995277692714834
combo1,3,0,rx-1789025675.841-2,9.62414813041687,62,어~ 다만 이 지명관리청은 백신 접종 그리고 사망관이 직접적인 연관성은 확인되지 않았다 이렇게 설명을 했습니다.,2709.8515033721924,2692.6766590040643,3.574193766724497
combo1,3,1,rx-1789025686.041-3,4.639898300170898,62,어~ 다만 이 지명관리청은 백신 접종 그리고 산황관리 직접적인 연관성을 확인하지 않았다 이렇게 설명을 했습니다.,2685.573101043701,2664.1807820124086,1.7415853802031096
combo1,3,2,rx-1789025691.257-4,4.640079498291016,62,어~ 다난 이 지명관리청은 백신 접종 그리고 사망관리 직접적인 연관성을 확인하지 않았다 이렇게 설명을 했습니다.,2758.4567070007324,2733.6050220183097,1.6974213395558857
combo1,3,3,rx-1789025696.505-5,4.607707977294922,62,어~ 다난 이 지명관리청은 백신 접종 그리고 상황관리 직접적인 연관성은 확인되지 않았다 이렇게 설명을 했습니다.,2792.872428894043,2763.864056003513,1.6671254026717823
combo1,3,4,rx-1789025701.721-6,4.607846260070801,62,어~ 다난 이 치명관리청은 백신 접종 그리고 사망관이 직접적인 연관성은 확인되지 않았다 이렇게 설명을 했습니다.,2821.505308151245,2808.389448997332,1.6407433312769075
combo1,3,5,rx-1789025706.937-7,4.639796018600464,62,어~ 다난 이 지명관리청은 백신 접종 그리고 산업관리 직접적인 연관성을 확인하지 않았다 이렇게 설명을 했습니다.,2721.0586071014404,2695.916558994213,1.7210458547468803
combo1,4,0,rx-1789025727.317-2,9.674298286437988,62,어~ 다만 이 지명관리청은 백신 접종 그리고 사망관이 직접적인 연관성은 확인되지 않았다 이렇게 설명을 했습니다.,2730.3309440612793,2713.2780800166074,3.5655388062467868
combo1,4,1,rx-1789025737.568-3,4.639682054519653,62,어~ 다만 이 지명관리청은 백신 접종 그리고 산황관리 직접적인 연관성을 확인하지 않았다 이렇게 설명을 했습니다.,2677.992343902588,2656.958298990503,1.7462381913492868
combo1,4,2,rx-1789025742.784-4,4.639719724655151,62,어~ 다난 이 지명관리청은 백신 접종 그리고 사망관리 직접적인 연관성을 확인하지 않았다 이렇게 설명을 했습니다.,2734.6885204315186,2709.5642460044473,1.712349036010839
combo1,4,3,rx-1789025748.032-5,4.607734203338623,62,어~ 다난 이 지명관리청은 백신 접종 그리고 상황관리 직접적인 연관성은 확인되지 않았다 이렇게 설명을 했습니다.,2789.7050380706787,2760.6273670098744,1.6690895187094412
combo1,4,4,rx-1789025753.248-6,4.60772442817688,62,어~ 다난 이 치명관리청은 백신 접종 그리고 사망관이 직접적인 연관성은 확인되지 않았다 이렇게 설명을 했습니다.,2812.427043914795,2798.476810014108,1.6465115636079366
combo1,4,5,rx-1789025758.464-7,4.639633655548096,62,어~ 다난 이 지명관리청은 백신 접종 그리고 산업관리 직접적인 연관성을 확인하지 않았다 이렇게 설명을 했습니다.,2764.387607574463,2739.2311909934506,1.6937722054287125
combo2,0,0,rx-1789025778.677-2,10.153135776519775,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사환자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2688.5416507720947,2670.2927720034495,3.8022556488823316
combo2,0,1,rx-1789025789.535-3,5.151570796966553,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사환자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2710.697889328003,2689.7256890079007,1.915277389816914
combo2,0,2,rx-1789025795.327-4,5.151737451553345,65,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 산후 인자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2738.6810779571533,2709.6985669923015,1.9012216023982498
combo2,0,3,rx-1789025801.151-5,5.15168571472168,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사환자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2727.566957473755,2702.4029820167925,1.9063351206328958
combo2,0,4,rx-1789025806.943-6,5.151405096054077,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사환자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2661.7136001586914,2648.5233580169734,1.945010256549553
combo2,1,0,rx-1789025826.728-2,10.16348671913147,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사환자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2667.8528785705566,2650.8142559905536,3.83409991709645
combo2,1,1,rx-1789025837.596-3,5.152046203613281,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사환자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2707.7014446258545,2684.953140997095,1.9188588899171612
combo2,1,2,rx-1789025843.388-4,5.1517767906188965,65,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 산후 인자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2753.507614135742,2724.5192039990798,1.8908939173770773
combo2,1,3,rx-1789025849.212-5,5.151586532592773,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사환자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2698.863744735718,2673.6546049942262,1.9267958258220486
combo2,1,4,rx-1789025855.004-6,5.151921987533569,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사환자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2641.6831016540527,2628.5432940057945,1.959991299851199
combo2,2,0,rx-1789025874.765-2,10.154555320739746,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사환자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2824.577569961548,2807.508684025379,3.6169274839713914
combo2,2,1,rx-1789025885.626-3,5.149960517883301,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사환자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2734.283924102783,2713.3195709902793,1.8980294739125483
combo2,2,2,rx-1789025891.417-4,5.151258945465088,65,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 산후 인자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2804.898500442505,2775.846337986877,1.855743552865728
combo2,2,3,rx-1789025897.240-5,5.1518800258636475,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사환자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2750.253915786743,2725.2182220108807,1.890446784867813
combo2,2,4,rx-1789025903.032-6,5.1517651081085205,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사환자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2721.2796211242676,2707.660483982181,1.9026628850201235
combo2,3,0,rx-1789025923.890-2,10.103806495666504,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사환자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2742.370843887329,2724.6558709884994,3.708287201789217
combo2,3,1,rx-1789025934.702-3,5.1480629444122314,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사환자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2715.88134765625,2694.336510001449,1.9106978379658535
combo2,3,2,rx-1789025940.490-4,5.151886224746704,65,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 산후 인자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2840.5587673187256,2810.8782570052426,1.8328386197115527
combo2,3,3,rx-1789025946.314-5,5.151895761489868,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사환자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2719.8572158813477,2694.4240700104274,1.912058246076287
combo2,3,4,rx-1789025952.106-6,5.151909589767456,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사환자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2667.311668395996,2654.182832018705,1.941053015495938
combo2,4,0,rx-1789025971.954-2,10.103347301483154,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사환자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2722.2964763641357,2705.077466001967,3.7349567354223074
combo2,4,1,rx-1789025982.761-3,5.151821851730347,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사환자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2730.510950088501,2708.6695909965783,1.9019750023608009
combo2,4,2,rx-1789025988.553-4,5.151567220687866,65,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 산후 인자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2795.0267791748047,2765.725734992884,1.8626457264032077
combo2,4,3,rx-1789025994.377-5,5.151711463928223,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사환자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2728.3763885498047,2703.289530996699,1.9057194595167148
combo2,4,4,rx-1789026000.169-6,5.151671409606934,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사환자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2758.5458755493164,2744.8256759962533,1.8768665182123447
combo3,0,0,rx-1789026021.080-2,9.674238443374634,62,어~ 다만 이 지명관리청은 백신 접종 그리고 사망관이 직접적인 연관성은 확인되지 않았다 이렇게 설명을 했습니다.,2722.8105068206787,2705.7798389869276,3.575397489470825
combo3,0,1,rx-1789026030.786-3,4.639901161193848,62,어~ 다만 이 지명관리청은 백신 접종 그리고 사망관이 직접적인 연관성을 확인하지 않았다 이렇게 설명을 했습니다.,2739.008665084839,2713.961183995707,1.7096416811542678
combo3,0,2,rx-1789026035.458-4,4.639977216720581,62,어~ 다만 이 지명관리청은 백신 접종 그리고 사망관이 직접적인 연관성을 확인하지 않았다 이렇게 설명을 했습니다.,2682.6207637786865,2669.403803010937,1.738207314864446
combo3,0,3,rx-1789026040.134-5,4.635794639587402,63,어~ 단 한 이 지명관리청은 백신 접종 그리고 산업관리 직접적인 연관성을 확인하지 않았다 이렇게 설명을 했습니다.,2752.741575241089,2731.293108983664,1.69728932582868
combo3,0,4,rx-1789026044.802-6,4.63985013961792,64,어~ 다난 이 지명 관리청은 백신 접종 그리고 산업 관리 직접적인 연관성을 확인하지 않았다 이렇게 설명을 했습니다.,2847.8927612304688,2818.7946430116426,1.6460404985943333
combo3,0,5,rx-1789026049.474-7,4.640013694763184,64,어~ 단 한 이 지명관리청은 백신 접종 그리고 산업 관리 직접적인 연관성을 확인하지 않았다 이렇게 설명을 했습니다.,2779.367208480835,2762.2616539883893,1.6797878970167563
combo3,1,0,rx-1789026069.105-2,9.674068450927734,62,어~ 다만 이 지명관리청은 백신 접종 그리고 사망관이 직접적인 연관성은 확인되지 않았다 이렇게 설명을 했습니다.,2786.4279747009277,2769.003747001989,3.4937000216781526
combo3,1,1,rx-1789026078.811-3,4.639857769012451,62,어~ 다만 이 지명관리청은 백신 접종 그리고 사망관이 직접적인 연관성을 확인하지 않았다 이렇게 설명을 했습니다.,2714.1082286834717,2689.0996680012904,1.7254316841521489
combo3,1,2,rx-1789026083.483-4,4.639835834503174,62,어~ 다만 이 지명관리청은 백신 접종 그리고 사망관이 직접적인 연관성을 확인하지 않았다 이렇게 설명을 했습니다.,2692.7435398101807,2679.5712660241406,1.7315590345867564
combo3,1,3,rx-1789026088.155-5,4.639755964279175,63,어~ 단 한 이 지명관리청은 백신 접종 그리고 산업관리 직접적인 연관성을 확인하지 않았다 이렇게 설명을 했습니다.,2724.7872352600098,2702.967259014258,1.7165416816669994
combo3,1,4,rx-1789026092.827-6,4.6400275230407715,64,어~ 다난 이 지명 관리청은 백신 접종 그리고 산업 관리 직접적인 연관성을 확인하지 않았다 이렇게 설명을 했습니다.,2877.7754306793213,2848.51510199951,1.6289285318458422
combo3,1,5,rx-1789026097.499-7,4.64012336730957,64,어~ 단 한 이 지명관리청은 백신 접종 그리고 산업 관리 직접적인 연관성을 확인하지 않았다 이렇게 설명을 했습니다.,2710.5305194854736,2693.4687229804695,1.7227314829091542
combo3,2,0,rx-1789026117.236-2,9.67320966720581,62,어~ 다만 이 지명관리청은 백신 접종 그리고 사망관이 직접적인 연관성은 확인되지 않았다 이렇게 설명을 했습니다.,2764.95623588562,2747.8016410022974,3.5203449633567354
combo3,2,1,rx-1789026126.941-3,4.639982223510742,62,어~ 다만 이 지명관리청은 백신 접종 그리고 사망관이 직접적인 연관성을 확인하지 않았다 이렇게 설명을 했습니다.,2666.9650077819824,2641.84324699454,1.7563427462206018
combo3,2,2,rx-1789026131.613-4,4.639985799789429,62,어~ 다만 이 지명관리청은 백신 접종 그리고 사망관이 직접적인 연관성을 확인하지 않았다 이렇게 설명을 했습니다.,2672.2447872161865,2659.127585007809,1.7449278575235427
combo3,2,3,rx-1789026136.286-5,4.639833688735962,63,어~ 단 한 이 지명관리청은 백신 접종 그리고 산업관리 직접적인 연관성을 확인하지 않았다 이렇게 설명을 했습니다.,2711.5020751953125,2690.3726140153594,1.724606348044499
combo3,2,4,rx-1789026140.957-6,4.640010356903076,64,어~ 다난 이 지명 관리청은 백신 접종 그리고 산업 관리 직접적인 연관성을 확인하지 않았다 이렇게 설명을 했습니다.,2803.2758235931396,2774.278366996441,1.672510737243199
combo3,2,5,rx-1789026145.629-7,4.639975309371948,64,어~ 단 한 이 지명관리청은 백신 접종 그리고 산업 관리 직접적인 연관성을 확인하지 않았다 이렇게 설명을 했습니다.,2728.6953926086426,2711.6496700036805,1.7111263894814446
combo3,3,0,rx-1789026165.404-2,9.674267292022705,62,어~ 다만 이 지명관리청은 백신 접종 그리고 사망관이 직접적인 연관성은 확인되지 않았다 이렇게 설명을 했습니다.,2734.5027923583984,2717.4039369856473,3.5601138131691026
combo3,3,1,rx-1789026175.110-3,4.639868259429932,62,어~ 다만 이 지명관리청은 백신 접종 그리고 사망관이 직접적인 연관성을 확인하지 않았다 이렇게 설명을 했습니다.,2689.9869441986084,2664.8223029915243,1.7411548433159032
combo3,3,2,rx-1789026179.782-4,4.639982223510742,62,어~ 다만 이 지명관리청은 백신 접종 그리고 사망관이 직접적인 연관성을 확인하지 않았다 이렇게 설명을 했습니다.,2698.697090148926,2685.556919022929,1.7277541915584798
combo3,3,3,rx-1789026184.454-5,4.639942646026611,63,어~ 단 한 이 지명관리청은 백신 접종 그리고 산업관리 직접적인 연관성을 확인하지 않았다 이렇게 설명을 했습니다.,2734.9894046783447,2713.7630940123927,1.7097817625510912
combo3,3,4,rx-1789026189.126-6,4.639814138412476,64,어~ 다난 이 지명 관리청은 백신 접종 그리고 산업 관리 직접적인 연관성을 확인하지 않았다 이렇게 설명을 했습니다.,2802.978038787842,2773.830888007069,1.6727098102747247
combo3,3,5,rx-1789026193.798-7,4.639971733093262,64,어~ 단 한 이 지명관리청은 백신 접종 그리고 산업 관리 직접적인 연관성을 확인하지 않았다 이렇게 설명을 했습니다.,2706.5255641937256,2689.3486689950805,1.7253143062431782
combo3,4,0,rx-1789026213.729-2,9.673544645309448,62,어~ 다만 이 지명관리청은 백신 접종 그리고 사망관이 직접적인 연관성은 확인되지 않았다 이렇게 설명을 했습니다.,2814.3575191497803,2796.779588010395,3.458815520100075
combo3,4,1,rx-1789026223.435-3,4.639755487442017,62,어~ 다만 이 지명관리청은 백신 접종 그리고 사망관이 직접적인 연관성을 확인하지 않았다 이렇게 설명을 했습니다.,2737.6668453216553,2712.600256985752,1.7104457155060968
combo3,4,2,rx-1789026228.106-4,4.640031814575195,62,어~ 다만 이 지명관리청은 백신 접종 그리고 사망관이 직접적인 연관성을 확인하지 않았다 이렇게 설명을 했습니다.,2700.4828453063965,2687.4695440055802,1.7265430318735402
combo3,4,3,rx-1789026232.783-5,4.63595724105835,63,어~ 단 한 이 지명관리청은 백신 접종 그리고 산업관리 직접적인 연관성을 확인하지 않았다 이렇게 설명을 했습니다.,2756.479501724243,2735.316509002587,1.6948522139212392
combo3,4,4,rx-1789026237.450-6,4.640071392059326,64,어~ 다난 이 지명 관리청은 백신 접종 그리고 산업 관리 직접적인 연관성을 확인하지 않았다 이렇게 설명을 했습니다.,2806.0591220855713,2777.025543007767,1.6708781825008763
combo3,4,5,rx-1789026242.123-7,4.639881610870361,64,어~ 단 한 이 지명관리청은 백신 접종 그리고 산업 관리 직접적인 연관성을 확인하지 않았다 이렇게 설명을 했습니다.,2707.6776027679443,2689.888244989561,1.7249347141142541
combo4,0,0,rx-1789026261.842-2,10.153831481933594,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사환자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2689.7921562194824,2672.67181398347,3.7991314267649896
combo4,0,1,rx-1789026272.092-3,5.1518073081970215,59,많은 분들이 좀 불안해하세요. 독감 백신 접종 4번 자가 계속 나오고 있습니다. 지금까지 몇 명 나왔나요?,2603.564977645874,2574.601997010177,2.001011152084746
combo4,0,2,rx-1789026277.276-4,5.15203595161438,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사항제가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2701.8563747406006,2676.80289800046,1.924697539539758
combo4,0,3,rx-1789026282.460-5,5.151984691619873,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사환자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2675.293445587158,2654.226173006464,1.9410496151442052
combo4,0,4,rx-1789026287.676-6,5.152051210403442,58,많은 분들이 좀 불안해하세요. 독감 백신 접종 사환자가 계속 나오고 있습니다. 지금까지 몇 명 나왔나요?,2565.7801628112793,2540.6095620128326,2.0278799574074102
combo4,0,5,rx-1789026292.860-7,5.1519935131073,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사환자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2650.341272354126,2629.27860498894,1.9594703670168767
combo4,1,0,rx-1789026313.017-2,10.153806686401367,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사환자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2716.846704483032,2699.584485992091,3.761247976897403
combo4,1,1,rx-1789026323.267-3,5.151771306991577,59,많은 분들이 좀 불안해하세요. 독감 백신 접종 4번 자가 계속 나오고 있습니다. 지금까지 몇 명 나왔나요?,2653.2952785491943,2624.129464995349,1.963230616367744
combo4,1,2,rx-1789026328.451-4,5.152121305465698,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사항제가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2784.156084060669,2758.5530420183204,1.8676897732211457
combo4,1,3,rx-1789026333.635-5,5.1519434452056885,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사환자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2735.706329345703,2714.4687010149937,1.8979564742372144
combo4,1,4,rx-1789026338.851-6,5.152002573013306,58,많은 분들이 좀 불안해하세요. 독감 백신 접종 사환자가 계속 나오고 있습니다. 지금까지 몇 명 나왔나요?,2578.0322551727295,2552.976290025981,2.0180377675818035
combo4,1,5,rx-1789026344.035-7,5.15203857421875,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사환자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2668.5726642608643,2647.532394999871,1.9459775389146847
combo4,2,0,rx-1789026364.258-2,10.153772592544556,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사환자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2647.3889350891113,2630.242912011454,3.8603934815965544
combo4,2,1,rx-1789026374.508-3,5.151828050613403,59,많은 분들이 좀 불안해하세요. 독감 백신 접종 4번 자가 계속 나오고 있습니다. 지금까지 몇 명 나왔나요?,2558.2308769226074,2529.2354080011137,2.036911247690051
combo4,2,2,rx-1789026379.692-4,5.152073383331299,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사항제가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2685.3208541870117,2659.839853993617,1.9369863097568514
combo4,2,3,rx-1789026384.876-5,5.151763439178467,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사환자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2677.9909133911133,2656.841532996623,1.9390555948468062
combo4,2,4,rx-1789026390.092-6,5.152226209640503,58,많은 분들이 좀 불안해하세요. 독감 백신 접종 사환자가 계속 나오고 있습니다. 지금까지 몇 명 나왔나요?,2613.783597946167,2588.0978879868053,1.990738539510284
combo4,2,5,rx-1789026395.276-7,5.151947259902954,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사환자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2756.190299987793,2734.7650690062437,1.8838719706826823
combo4,3,0,rx-1789026415.572-2,10.154873132705688,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사환자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2725.0053882598877,2707.7892460220028,3.75024501911445
combo4,3,1,rx-1789026425.823-3,5.151637554168701,59,많은 분들이 좀 불안해하세요. 독감 백신 접종 4번 자가 계속 나오고 있습니다. 지금까지 몇 명 나왔나요?,2658.421516418457,2629.4380389736034,1.9592161814847837
combo4,3,2,rx-1789026431.007-4,5.152052879333496,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사항제가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2725.651741027832,2700.234686024487,1.9080018881317247
combo4,3,3,rx-1789026436.191-5,5.151897192001343,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사환자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2728.6689281463623,2707.360686006723,1.9029223622214293
combo4,3,4,rx-1789026441.407-6,5.151997327804565,58,많은 분들이 좀 불안해하세요. 독감 백신 접종 사환자가 계속 나오고 있습니다. 지금까지 몇 명 나왔나요?,2589.320659637451,2564.232557982905,2.0091770973601815
combo4,3,5,rx-1789026446.591-7,5.1521477699279785,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사환자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2729.6669483184814,2707.926697010407,1.9026171482470442
combo4,4,0,rx-1789026466.880-2,10.154446363449097,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사환자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2718.7955379486084,2701.747717015678,3.7584731910741063
combo4,4,1,rx-1789026477.130-3,5.151828765869141,59,많은 분들이 좀 불안해하세요. 독감 백신 접종 4번 자가 계속 나오고 있습니다. 지금까지 몇 명 나왔나요?,2604.6645641326904,2575.6890240008943,2.000174989240996
combo4,4,2,rx-1789026482.314-4,5.151971817016602,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사항제가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2743.8340187072754,2718.759684008546,1.8949713898289537
combo4,4,3,rx-1789026487.498-5,5.152033090591431,63,어~ 이 많은 분들이 좀 불안해하세요 이 독감 백신 접종 사환자가 계속 나오고 있습니다 지금까지 몇 명 나왔나요?,2725.8245944976807,2704.8366949893534,1.9047482977938932
